Bayonne Medical Center School of Nursing,Bayonne,NJ
Bergen Community College,Paramus,NJ
Berkeley College,West Paterson,NJ
Beth Medrash Govoha,Lakewood,NJ
Bloomfield College,Bloomfield,NJ
Brick Computer Science Institute,Brick,NJ
Brookdale Community College,Lincroft,NJ
Rowan College at Burlington County,Pemberton,NJ
Allied Medical and Technical Institute,Wayne,NJ
Caldwell University,Caldwell,NJ
Camden County College,Blackwood,NJ
Centenary University,Hackettstown,NJ
Bergen County Technical Schools,Hackensack,NJ
Christ Hospital,Jersey City,NJ
Branford Hall Career Institute,Parsippany,NJ
Lincoln Technical Institute - Edison,Iselin,NJ
Dover Business College - Clifton,Clifton,NJ
Cooper Health System,Camden,NJ
County College of Morris,Randolph,NJ
Cumberland County College,Vineland,NJ
Divers Academy International,Erial,NJ
Drake College of Business,Elizabeth,NJ
Drew University,Madison,NJ
duCret School of Arts,Plainfield,NJ
Lincoln Technical Institute - South Plainfield,South Plainfield,NJ
Englewood Hospital & Medical Center,Englewood,NJ
Essex County College,Newark,NJ
Fairleigh Dickinson University,Teaneck,NJ
Felician University,Lodi,NJ
Hohokus School of Trade and Technical Sciences,Paterson,NJ
Georgian Court University,Lakewood,NJ
Rowan University,Glassboro,NJ
Rowan College at Gloucester County,Sewell,NJ
Harris School of Business - Cherry Hill,Cherry Hill,NJ
Capital Health System School of Nursing,Trenton,NJ
Holy Name Hospital,Teaneck,NJ
Christ Hospital - Jersey City,Jersey City,NJ
Hudson County Community College,Jersey City,NJ
New Jersey City University,Jersey City,NJ
Joe Kubert School of Cartoon and Graphic Art,Dover,NJ
Katharine Gibbs School,Piscataway,NJ
Gibbs College,Livingston,NJ
Kean University,Union,NJ
Harris School of Business - Voorhees,Voorhees,NJ
Rizzieri Aveda School for Beauty and Wellness,Voorhees,NJ
Mercer County Community College,Trenton,NJ
Middlesex County College,Edison,NJ
Monmouth University,West Long Branch,NJ
Montclair State University,Montclair,NJ
Mountainside Hospital,Montclair,NJ
JFK Medical Center Muhlenberg Harold B. and Dorothy A. Snyder School of Nursing,Plainfield,NJ
New Brunswick Theological Seminary,New Brunswick,NJ
Robert Fiance Beauty Schools,West New York,NJ
New Jersey Institute of Technology,Newark,NJ
Ocean County College,Toms River,NJ
Omega Institute,Blackwood,NJ
P. B. Cosmetology Education Centre,Gloucester,NJ
"Parisian Beauty Academy, Paul Mitchell Partner School",Hackensack,NJ
Pascack Valley Hospital,Westwood,NJ
Passaic County Community College,Paterson,NJ
Pennco Tech,Blackwood,NJ
Princeton Theological Seminary,Princeton,NJ
Princeton University,Princeton,NJ
Rabbinical College of America,Morristown,NJ
Ramapo College of New Jersey,Mahwah,NJ
Rider University,Lawrenceville,NJ
Roman Academy of Beauty Culture,Hawthorne,NJ
"Rutgers, The State University of New Jersey",New Brunswick,NJ
St. Francis Medical Center/Trinity Health,Trenton,NJ
Saint Francis Medical Center School of Nursing,Trenton,NJ
Saint Peter's University,Jersey City,NJ
Salem Community College,Carneys Point,NJ
Healthcare Training Institute - Union,Union,NJ
Seton Hall University,South Orange,NJ
Shore Beauty School,Egg Harbor Township,NJ
College of Saint Elizabeth,Morristown,NJ
Raritan Valley Community College,North Branch,NJ
St. Barnabas Medical Center,Livingston,NJ
Harrison Career Institute - Delran,Delran,NJ
Harrison Career Institute - Vineland,Vineland,NJ
Stevens Institute of Technology,Hoboken,NJ
Stockton University,Galloway,NJ
Talmudical Academy - New Jersey,Adelphia,NJ
Teterboro School of Aeronautics,Teterboro,NJ
Thomas Edison State University,Trenton,NJ
"College of New Jersey, The",Ewing,NJ
Union County College,Cranford,NJ
Valley Hospital,Ridgewood,NJ
William Paterson University of New Jersey,Wayne,NJ
Olympian Academy of Cosmetology,Alamogordo,NM
Albuquerque Barber College,Albuquerque,NM
Central New Mexico Community College,Albuquerque,NM
Aladdin Beauty College #22,Roswell,NM
Navajo Technical University,Crownpoint,NM
DeWolff College Hair Styling and Cosmetology,Albuquerque,NM
Clovis Community College,Clovis,NM
Eastern New Mexico University,Portales,NM
Eastern New Mexico University - Roswell,Roswell,NM
Eddy County Beauty College,Carlsbad,NM
Institute of American Indian and Alaska Native Culture and Arts Development,Santa Fe,NM
Business Skills Institute-Las Cruces,Las Cruces,NM
New Mexico Highlands University,Las Vegas,NM
New Mexico Junior College,Hobbs,NM
New Mexico Military Institute,Roswell,NM
New Mexico Institute of Mining and Technology,Socorro,NM
University of New Mexico,Albuquerque,NM
New Mexico State University,Las Cruces,NM
Northern New Mexico College,El Rito,NM
San Juan College,Farmington,NM
Santa Fe Community College,Santa Fe,NM
Santa Fe University of Art and Design,Santa Fe,NM
University of the Southwest,Hobbs,NM
Southwestern Indian Polytechnic Institute,Albuquerque,NM
Mesalands Community College,Tucumcari,NM
Western New Mexico University,Silver City,NM
Vaughn College of Aeronautics and Technology,Flushing,NY
Adelphi University,Garden City,NY
Adirondack Community College,Queensbury,NY
Globe Institute of Technology,New York,NY
Albany College of Pharmacy,Albany,NY
Albany Law School,Albany,NY
Albany Medical College,Albany,NY
Alfred University,Alfred,NY
The Ailey School,New York,NY
American Academy of Dramatic Arts,New York,NY
American Academy McAllister Institute of Funeral Services,New York,NY
Joffrey Ballet School - American Ballet Center,New York,NY
American Institute of Applied Science,Youngsville,NC
American Musical and Dramatic Academy - New York,New York,NY
Apex Technical School,Long Island City,NY
Arnot Ogden Medical Center,Elmira,NY
Arnot Ogden Medical Center School of Radiologic Technology,Elmira,NY
Associated Beth Rivkah Schools,Brooklyn,NY
Austin's School of Spa Technology,Albany,NY
Bank Street College of Education,New York,NY
Bard College,Annandale-On-Hudson,NY
Barnard College,New York,NY
Berk Trade and Business School,Long Island City,NY
Beth HaTalmud Rabbinical College,Brooklyn,NY
Beth Hamedrash Shaarei Yosher Institute,Brooklyn,NY
Hair Design Institute at Fifth Avenue,Brooklyn,NY
Boricua College,New York,NY
Bramson ORT College,Forest Hills,NY
Briarcliffe College,Bethpage,NY
Brittany Beauty School,Levittown,NY
American Beauty School,Bronx,NY
Brooklyn Law School,Brooklyn,NY
SUNY Broome Community College,Binghamton,NY
Business Informatics Center Inc,Valley Stream,NY
Canisius College,Buffalo,NY
Capri Cosmetology Learning Center,Nanuet,NY
Caliber Training Institute,New York,NY
St Vincent Catholic Medical Center New York-Brooklyn and Queens,Fresh Meadows,NY
Cayuga County Community College,Auburn,NY
Cazenovia College,Cazenovia,NY
Central Yeshiva Tomchei Tmimim Lubavitz,Brooklyn,NY
Peconic Bay Medical Center,Riverhead,NY
Cheryl Fells School of Business,Niagara Falls,NY
Christ the King Seminary,East Aurora,NY
Circle in the Square Theatre School,New York,NY
Clarkson University,Potsdam,NY
Clinton Community College,Plattsburgh,NY
Cochran School of Nursing,Yonkers,NY
Colgate Rochester Crozer Divinity School,Rochester,NY
Colgate University,Hamilton,NY
Metropolitan College of New York,New York,NY
Columbia University in the City of New York,New York,NY
Columbia-Greene Community College,Hudson,NY
Commercial Driver Training,West Babylon,NY
Empire Beauty School - Queens,Astoria,NY
Continental School of Beauty Culture - Kenmore,Buffalo,NY
Continental School of Beauty Culture - Rochester,Rochester,NY
Cooper Union for the Advancement of Science and Art,New York,NY
Cope Institute,Brooklyn,NY
Cornell University,Ithaca,NY
Corning Community College,Corning,NY
Crouse Hospital School of Nursing,Syracuse,NY
Culinary Institute of America,Hyde Park,NY
Baruch College of the City University of New York,New York,NY
Borough of Manhattan Community College of the City University of New York,New York,NY
Bronx Community College of the City University of New York,Bronx,NY
Brooklyn College of the City University of New York,Brooklyn,NY
College of Staten Island of the City University of New York,Staten Island,NY
"City College of New York of the City University of New York, The",New York,NY
"Graduate School and University Center of the City University of New York, The",New York,NY
Hostos Community College of the City University of New York,Bronx,NY
Hunter College of the City University of New York,New York,NY
John Jay College of Criminal Justice of the City University of New York,New York,NY
Kingsborough Community College of the City University of New York,Brooklyn,NY
LaGuardia Community College of the City University of New York,Long Island City,NY
Lehman College of the City University of New York,Bronx,NY
Medgar Evers College of the City University of New York,Brooklyn,NY
New York City College of Technology of the City University of New York,Brooklyn,NY
Queens College of the City University of New York,Queens,NY
Queensborough Community College of the City University of New York,Bayside,NY
CUNY School of Law at Queens College,Long Island City,NY
York College of the City University of New York,Jamaica,NY
CVPH Medical Center School of Radiologic Technology,Plattsburgh,NY
D'Youville College,Buffalo,NY
Daemen College,Amherst,NY
Darkei Noam Rabbinical College,Brooklyn,NY
Dominican College of Blauvelt,Orangeburg,NY
Dowling College,Oakdale,NY
Dutchess Community College,Poughkeepsie,NY
Belanger School of Nursing at Ellis Medicine,Schenectady,NY
Elmira Business Institute,Elmira,NY
Elmira College,Elmira,NY
Erie Community College,Buffalo,NY
Fashion Institute of Technology,New York,NY
FEGS Trades and Business School,New York,NY
Finger Lakes Community College,Canandaigua,NY
Five Towns College,Dix Hills,NY
Fordham University,Bronx,NY
The International Culinary Center,New York,NY
Fulton-Montgomery Community College,Johnstown,NY
Gemological Institute of America-New York,New York,NY
General Theological Seminary,New York,NY
Genesee Community College,Batavia,NY
Global Business Institute - Far Rockaway,Far Rockaway,NY
Hamilton College,Clinton,NY
Hartwick College,Oneonta,NY
Helene Fuld College of Nursing,New York,NY
Herkimer County Community College,Herkimer,NY
Hilbert College,Hamburg,NY
Hobart & William Smith Colleges,Geneva,NY
Hofstra University,Hempstead,NY
Houghton College,Houghton,NY
Hudson Valley Community College,Troy,NY
Hunter Business School,Levittown,NY
Institute of Design and Construction,Brooklyn,NY
Institute of Audio Research,New York,NY
Interboro Institute,New York,NY
Iona College,New Rochelle,NY
Isabella Graham Hart School of Practical Nursing,Rochester,NY
Island Drafting and Technical Institute,Amityville,NY
Ithaca College,Ithaca,NY
Jamestown Community College,Jamestown,NY
Jamestown Business College,Jamestown,NY
Jefferson Community College,Watertown,NY
Jewish Theological Seminary of America,New York,NY
The Juilliard School,New York,NY
Katharine Gibbs School - New York City,New York,NY
SBI Campus - An Affiliate of Sanford-Brown,Melville,NY
Kehilath Yakov Rabbinical Seminary,Brooklyn,NY
Keuka College,Keuka Park,NY
Kol Yaakov Torah Center,Monsey,NY
LIM College,New York,NY
Le Moyne College,Syracuse,NY
Long Island University,Brookville,NY
Long Island Beauty School Inc,Hempstead,NY
SUNY Downstate Medical Center,Brooklyn,NY
Machzikei Hadath Rabbinical College,Brooklyn,NY
Mandl School,New York,NY
Manhattan College,Riverdale,NY
Manhattan School of Music,New York,NY
Manhattanville College,Purchase,NY
Maria College of Albany,Albany,NY
Finger Lakes Health College of Nursing,Geneva,NY
Marist College,Poughkeepsie,NY
MarJon School of Beauty Culture Ltd,Tonawanda,NY
Marymount College of Fordham University,Tarrytown,NY
Marymount Manhattan College,New York,NY
Medaille College,Buffalo,NY
Memorial College of Nursing,Albany,NY
Merce Cunningham Studio,New York,NY
Mercy College,Dobbs Ferry,NY
Mercy Medical Center,Rockville Centre,NY
Mesivta Torah Vodaath Rabbinical Seminary,Brooklyn,NY
Mesivta of Eastern Parkway Rabbinical Seminary,Brooklyn,NY
Mesivtha Tifereth Jerusalem of America,New York,NY
"New York Methodist Hospital, Center for Allied Health Education",Brooklyn,NY
Southern Westchester BOCES-Practical Nursing Program,Valhalla,NY
Midway Paris Beauty School,Ridgewood,NY
Mildred Elley,Albany,NY
Mirrer Yeshiva Central Institute,Brooklyn,NY
Modern Welding School,Schenectady,NY
Mohawk Valley Community College,Utica,NY
Molloy College,Rockville Centre,NY
Monroe College,Bronx,NY
Monroe Community College,Rochester,NY
Mount Saint Mary College,Newburgh,NY
Dorothea Hopfer School of Nursing,Mount Vernon,NY
College of Mount Saint Vincent,Bronx,NY
Icahn School of Medicine at Mount Sinai,New York,NY
Nassau Community College,Garden City,NY
Winthrop University Hospital,Mineola,NY
National Tax Training School,Suffern,NY
Nazareth College of Rochester,Rochester,NY
Neighborhood Playhouse School of the Theatre,New York,NY
"College of New Rochelle, The",New Rochelle,NY
The New School,New York,NY
New York Chiropractic College,Seneca Falls,NY
Star Career Academy - New York,New York,NY
New York Institute of English and Business,New York,NY
New York Law School,New York,NY
New York Medical College,Valhalla,NY
The New York School for Medical and Dental Assistants,Long Island City,NY
New York Theological Seminary,New York,NY
New York University,New York,NY
Niagara County Community College,Sanborn,NY
Niagara University,Niagara University,NY
Empire Beauty School - Peekskill,Peekskill,NY
North Country Community College,Saranac Lake,NY
New York College of Podiatric Medicine,New York,NY
New York Institute of Technology,Old Westbury,NY
New York Institute of Technology - Manhattan Campus,New York,NY
New York School of Interior Design,New York,NY
Nyack College,Nyack,NY
Ohr Hameir Theological Seminary,Cortland Manor,NY
Olean Business Institute,Olean,NY
Onondaga Community College,Syracuse,NY
Orange County Community College,Middletown,NY
Otsego  Northern Catskills  BOCES,Oneonta,NY
Pace University,New York,NY
Parsons the New School for Design,New York,NY
Paul Smiths College,Paul Smiths,NY
Continental School of Beauty Culture - West Seneca,West Seneca,NY
Phillips Hairstyling Institute,Syracuse,NY
Plaza College,Forest Hills,NY
Polytechnic Institute of New York University,Brooklyn,NY
Davis College,Johnson City,NY
Pratt Institute,Brooklyn,NY
Professional Business  College,New York,NY
Rabbinical Academy Mesivta Rabbi Chaim Berlin,Brooklyn,NY
Rabbinical College Bobover Yeshiva Bnei Zion,Brooklyn,NY
Rabbinical College Ch'san Sofer - New York,Brooklyn,NY
Rabbinical College Beth Shraga,Monsey,NY
Rabbinical Seminary of Adas Yereim,Brooklyn,NY
Rabbinical Seminary M'kor Chaim,Brooklyn,NY
Rabbi Isaac Elchanan Theological Seminary,New York,NY
Rabbinical College of Long Island,Long Beach,NY
Rabbinical Seminary of America,Flushing,NY
Rensselaer Polytechnic Institute,Troy,NY
Ridley-Lowell Business and Technical Institute - Binghamton,Binghamton,NY
Roberts Wesleyan College,Rochester,NY
Everest Institute - Rochester,Rochester,NY
Rochester Institute of Technology,Rochester,NY
University of Rochester,Rochester,NY
Rockefeller University,New York,NY
Rockland Community College,Suffern,NY
Empire Beauty School,New York,NY
The Sage Colleges,Troy,NY
Sage College of Albany,Albany,NY
St. Bernard's School of Theology and Ministry,Rochester,NY
St. Bonaventure University,St. Bonaventure,NY
St. Francis College,Brooklyn Heights,NY
St Joseph's Hospital,Syracuse,NY
St. Lawrence University,Canton,NY
The College of Saint Rose,Albany,NY
St. Thomas Aquinas College,Sparkill,NY
Samaritan Hospital School of Nursing,Troy,NY
Sarah Lawrence College,Bronxville,NY
Schenectady County Community College,Schenectady,NY
School of Professional Horticulture at the New York Botanical Garden,Bronx,NY
Seminary of the Immaculate Conception,Huntington,NY
Sh'or Yoshuv Rabbinical College,Lawrence,NY
Siena College,Loudonville,NY
Simmons Institute of Funeral Service Inc,Syracuse,NY
Skidmore College,Saratoga Springs,NY
"Saint Joseph's College, New York",Brooklyn,NY
Saint Joseph's Seminary,Yonkers,NY
Saint Vladimirs Orthodox Theological Seminary,Crestwood,NY
South Nassau Communities Hospital,Oceanside,NY
Spanish-American Institute,New York,NY
Faxton-St Luke's Healthcare School of Radiologic Technology,Utica,NY
St. Elizabeth College of Nursing,Utica,NY
Saint John Fisher College,Rochester,NY
St Vincent Catholic Medical Center-Staten Island,Staten Island,NY
St. James Mercy Hospital,Hornell,NY
St. John's University,Queens,NY
St. Vincent's Hospital Manhattan,New York,NY
New York Career Institute,New York,NY
Suburban Technical School,Hempstead,NY
Sullivan County Community College,Loch Sheldrake,NY
SUNY College of Technology at Alfred,Alfred,NY
SUNY College of Technology at Canton,Canton,NY
SUNY College of Technology at Delhi,Delhi,NY
SUNY College of Agriculture and Technology at Cobleskill,Cobleskill,NY
SUNY Farmingdale,Farmingdale,NY
SUNY College of Agriculture & Technology at Morrisville,Morrisville,NY
SUNY at Albany,Albany,NY
SUNY at Binghamton,Binghamton,NY
SUNY at Buffalo,Buffalo,NY
SUNY Stony Brook,Stony Brook,NY
SUNY College of Environmental Science and Forestry,Syracuse,NY
SUNY Polytechnic Institute,Utica,NY
SUNY College at Brockport,Brockport,NY
SUNY Buffalo State,Buffalo,NY
SUNY College at Cortland,Cortland,NY
SUNY at Fredonia,Fredonia,NY
SUNY College at Geneseo,Geneseo,NY
SUNY College at New Paltz,New Paltz,NY
SUNY Oneonta,Oneonta,NY
SUNY College at Oswego,Oswego,NY
SUNY Potsdam,Potsdam,NY
SUNY Purchase,Purchase,NY
SUNY College of Optometry,New York,NY
SUNY College at Old Westbury,Old Westbury,NY
SUNY College at Plattsburgh,Plattsburgh,NY
SUNY Empire State College,Saratoga Springs,NY
SUNY Maritime College,Bronx,NY
SUNY Upstate Medical University,Syracuse,NY
Swedish Institute,New York,NY
Syracuse University,Syracuse,NY
Talmudical Seminary Oholei Torah,Brooklyn,NY
Talmudical Institute of Upstate New York,Rochester,NY
Teachers College of Columbia University,New York,NY
Technical Career Institutes,New York,NY
Tompkins-Cortland Community College,Dryden,NY
Torah Temimah Talmudical Seminary,Brooklyn,NY
Touro College,New York,NY
Triple Cities School of Beauty Culture,Binghamton,NY
Trocaire College,Buffalo,NY
Troy School of Beauty Culture,Troy,NY
Excelsior College,Albany,NY
Ulster County Community College,Stone Ridge,NY
Union Graduate College,Schenectady,NY
Union Theological Seminary,New York,NY
United Talmudical Seminary,Brooklyn,NY
United States Merchant Marine Academy,Kings Point,NY
United States Military Academy,West  Point,NY
Utica College,Utica,NY
Utica School of Commerce,Utica,NY
Northport VA Medical Center,Northport,NY
Vassar College,Poughkeepsie,NY
Villa Maria College Buffalo,Buffalo,NY
School of Visual Arts,New York,NY
Wagner College,Staten Island,NY
W.C.A. Hospital,Jamestown,NY
Webb Institute,Glen Cove,NY
Wells College,Aurora,NY
The College of Westchester,White Plains,NY
Westchester Community College,Valhalla,NY
Westchester School of Beauty Culture,Mount Vernon,NY
Wood Tobe-Coburn School,New  York,NY
Word of Life Bible Institute,Pottersville,NY
Yeshiva Karlin Stolin,Brooklyn,NY
Yeshivat Mikdash Melech,Brooklyn,NY
Yeshiva Derech Chaim,Brooklyn,NY
Yeshiva of Nitra Rabbinical College,Brooklyn,NY
Yeshiva Shaar HaTorah,Richmond Hill,NY
Yeshiva University,New York,NY
Yeshivath Viznitz,Monsey,NY
Yeshivath Zichron Moshe,South Fallsburg,NY
College of the Albemarle,Elizabeth City,NC
South Piedmont Community College,Polkton,NC
Appalachian State University,Boone,NC
Asheville Buncombe Technical Community College,Asheville,NC
Barton College,Wilson,NC
Dudley Beauty College-Charlotte,Charlotte,NC
Beaufort County Community College,Washington,NC
Belmont Abbey College,Belmont,NC
Bennett College for Women,Greensboro,NC
Bladen Community College,Dublin,NC
Blue Ridge Community College,Flat Rock,NC
Brevard College,Brevard,NC
Brookstone College of Business - Charlotte,Charlotte,NC
Brunswick Community College,Supply,NC
Cabarrus College of Health Sciences,Concord,NC
Caldwell Community College and Technical Institute,Hudson,NC
Campbell University,Buies Creek,NC
Cape Fear Community College,Wilmington,NC
Carteret Community College,Morehead City,NC
Catawba College,Salisbury,NC
Catawba Valley Community College,Hickory,NC
South College - Asheville,Asheville,NC
Central Carolina Community College,Sanford,NC
Central Piedmont Community College,Charlotte,NC
Chowan University,Murfreesboro,NC
Cleveland Community College,Shelby,NC
Coastal Carolina Community College,Jacksonville,NC
Craven Community College,New Bern,NC
Davidson County Community College,Thomasville,NC
Davidson College,Davidson,NC
Duke University,Durham,NC
Durham Technical Community College,Durham,NC
East Carolina University,Greenville,NC
Edgecombe Community College,Tarboro,NC
Elizabeth City State University,Elizabeth City,NC
Elon University,Elon,NC
Fayetteville Beauty College,Fayetteville,NC
Fayetteville Technical Community College,Fayetteville,NC
Fayetteville State University,Fayetteville,NC
Forsyth Technical Community College,Winston Salem,NC
Gardner-Webb University,Boiling Springs,NC
Gaston College,Dallas,NC
Carolina Beauty College 8,Greensboro,NC
Greensboro College,Greensboro,NC
Guilford College,Greensboro,NC
Guilford Technical Community College,Jamestown,NC
Hairstyling Institute of Charlotte Inc,Charlotte,NC
Halifax Community College,Weldon,NC
Haywood Community College,Clyde,NC
Heritage Bible College,Dunn,NC
High Point University,High Point,NC
Isothermal Community College,Spindale,NC
James Sprunt Community College,Kenansville,NC
John Wesley University,High Point,NC
Johnson C Smith University,Charlotte,NC
Johnston Community College,Smithfield,NC
Lees-McRae College,Banner Elk,NC
Lenoir Community College,Kinston,NC
Lenoir-Rhyne University,Hickory,NC
Leon's Beauty School Inc,Greensboro,NC
Livingstone College,Salisbury,NC
Louisburg College,Louisburg,NC
Mars Hill University,Mars Hill,NC
Martin Community College,Williamston,NC
Mayland Community College,Spruce Pine,NC
McDowell Technical Community College,Marion,NC
Mercy School of Nursing,Charlotte,NC
Meredith College,Raleigh,NC
Methodist University,Fayetteville,NC
Mitchell Community College,Statesville,NC
Mitchell's Hairstyling Academy,Greenville,NC
Montgomery Community College,Troy,NC
Montreat College,Montreat,NC
Moses Cone Health System,Greensboro,NC
University of Mount Olive,Mount Olive,NC
College of Wilmington,Wilmington,NC
Nash Community College,Rocky Mount,NC
North Carolina A & T State University,Greensboro,NC
University of North Carolina at Asheville,Asheville,NC
University of North Carolina at Chapel Hill,Chapel Hill,NC
University of North Carolina at Charlotte,Charlotte,NC
University of North Carolina at Greensboro,Greensboro,NC
North Carolina Central University,Durham,NC
North Carolina School of the Arts,Winston-Salem,NC
North Carolina State University,Raleigh,NC
North Carolina Wesleyan College,Rocky Mount,NC
University of North Carolina at Wilmington,Wilmington,NC
Pamlico Community College,Grantsboro,NC
William Peace University,Raleigh,NC
University of North Carolina at Pembroke,Pembroke,NC
Pfeiffer University,Misenheimer,NC
Piedmont International University,Winston-Salem,NC
Piedmont Community College,Roxboro,NC
Pitt Community College,Winterville,NC
Presbyterian Hospital,Charlotte,NC
Presbyterian Medical Center/Novant Health,Charlotte,NC
Queens University of Charlotte,Charlotte,NC
Randolph Community College,Asheboro,NC
Richmond Community College,Hamlet,NC
Mid-Atlantic Christian University,Elizabeth City,NC
Roanoke-Chowan Community College,Ahoskie,NC
Robeson Community College,Lumberton,NC
Rockingham Community College,Wentworth,NC
Rowan-Cabarrus Community College,Salisbury,NC
Saint Augustine's University,Raleigh,NC
Salem College,Winston Salem,NC
Sampson Community College,Clinton,NC
Sandhills Community College,Pinehurst,NC
Shaw University,Raleigh,NC
Paul Mitchell the School Fayetteville,Fayetteville,NC
Stanly Community College,Albemarle,NC
Southeastern Baptist Theological Seminary,Wake Forest,NC
Surry Community College,Dobson,NC
Alamance Community College,Graham,NC
Tri-County Community College,Murphy,NC
Vance-Granville Community College,Henderson,NC
Wake Forest University,Winston Salem,NC
Wake Technical Community College,Raleigh,NC
Warren Wilson College,Swannanoa,NC
Watts School of Nursing,Durham,NC
Wayne Community College,Goldsboro,NC
Western Piedmont Community College,Morganton,NC
Wilkes Community College,Wilkesboro,NC
Wilkes Regional Medical Center,North Wilkesboro,NC
Wilson Technical Community College,Wilson,NC
Wingate University,Wingate,NC
Carolina Christian College,Winston Salem,NC
Winston Salem Barber School,Winston Salem,NC
Winston-Salem State University,Winston-Salem,NC
Western Carolina University,Cullowhee,NC
Bismarck State College,Bismarck,ND
Dickinson State University,Dickinson,ND
Fort Berthold Community College,New Town,ND
Josef's School of Hair Design Inc,Grand Forks,ND
The Headquarters Academy of Hair Design,Minot,ND
University of Jamestown,Jamestown,ND
Lake Region State College,Devils Lake,ND
Cankdeska Cikana Community College,Fort Totten,ND
University of Mary,Bismarck,ND
Mayville State University,Mayville,ND
Sanford College of Nursing,Bismarck,ND
Minot State University,Minot,ND
Moler Barber College of Hair Styling,Fargo,ND
University of North Dakota,Grand Forks,ND
North Dakota State College of Science,Wahpeton,ND
Dakota College at Bottineau,Bottineau,ND
North Dakota State University - Main Campus,Fargo,ND
Williston State College,Williston,ND
JZ Trend Academy Paul Mitchell Partner School,Bismarck,ND
MeritCare Medical Center/MeritCare Health System,Fargo,ND
Sitting Bull College,Fort Yates,ND
Trinity Bible College,Ellendale,ND
Trinity Hospital/Trinity Health,Minot,ND
Turtle Mountain Community College,Belcourt,ND
United Tribes Technical College,Bismarck,ND
Valley City State University,Valley City,ND
ETI Technical College,Niles,OH
AIC College of Design,Cincinnati,OH
Air Force Institute of Technology,Wright-Patterson AFB,OH
Adult Vocational Services,Akron,OH
Akron Machining Institute Inc,Norton,OH
University of Akron,Akron,OH
Akron School of Practical Nursing,Akron,OH
University of Akron - Wayne College,Orrville,OH
Allegheny Wesleyan College,Salem,OH
Antonelli College - Cincinnati,Cincinnati,OH
Apollo Career Center,Lima,OH
Art Academy of Cincinnati,Cincinnati,OH
College of Art Advertising,Cincinnati,OH
Ashland University,Ashland,OH
Ashtabula County Technical and Career Campus,Jefferson,OH
Athenaeum of Ohio,Cincinnati,OH
Auburn Career Center,Concord Township,OH
Baldwin-Wallace College,Berea,OH
Beatrice Academy of Beauty,Cleveland,OH
Belmont Technical College,St. Clairsville,OH
Bluffton University,Bluffton,OH
Bowling Green State University,Bowling Green,OH
Buckeye Hills Career Center,Rio Grande,OH
Butler Technology and Career Development Schools,Hamilton,OH
Capital University,Columbus,OH
Valley Beauty School,Zanesville,OH
Carousel Beauty College,Middletown,OH
Carousel of Miami Valley Beauty College,Huber Heights,OH
Case Western Reserve University,Cleveland,OH
Cedarville University,Cedarville,OH
Central Ohio Technical College,Newark,OH
Central School of Practical Nursing,Independence,OH
Central State University,Wilberforce,OH
Chatfield College,St. Martin,OH
Akron Children's Hospital,Akron,OH
Choffin Career  and Technical Center,Youngstown,OH
Cincinnati Christian University,Cincinnati,OH
Cincinnati College of Mortuary Science,Cincinnati,OH
University of Cincinnati,Cincinnati,OH
Cincinnati State Technical and Community College,Cincinnati,OH
University of Cincinnati Clermont College,Batavia,OH
University of Cincinnati Blue Ash College,Blue Ash,OH
Ohio Christian University,Circleville,OH
Clark State Community College,Springfield,OH
Scott College of Cosmetology,Wheeling,WV
Ohio Academy - A Paul Mitchell Partner School,Steubenville,OH
Siegal College of Judaic Studies,Beachwood,OH
Cleveland Institute of Art,Cleveland,OH
Cleveland Institute of Dental-Medical Assistants,Cleveland,OH
Cleveland Institute of Electronics,CLEVELAND,OH
Cleveland Institute of Music,Cleveland,OH
Cleveland State University,Cleveland,OH
Columbiana County Career and Technical Center,Lisbon,OH
Bradford School,Columbus,OH
Columbus College of Art and Design,Columbus,OH
Kaplan College - Columbus,Columbus,OH
Columbus State Community College,Columbus,OH
Community Hospital,Springfield,OH
Cuyahoga Community College,Cleveland,OH
Dayton Barber College,Miamisburg,OH
University of Dayton,Dayton,OH
Defiance College,Defiance,OH
Denison University,Granville,OH
Chancellor University,Seven Hills,OH
Eastern Hills Academy of Hair Design,Cincinnati,OH
Edison State Community College,Piqua,OH
EHOVE Adult Career Center,Milan,OH
Regency Beauty Institute - Willoughby,Willoughby,OH
The University of Findlay,Findlay,OH
Franklin University,Columbus,OH
Gerber Akron Beauty School,Akron,OH
God's Bible School and College,Cincinnati,OH
Good Samaritan College of Nursing and Health Science,Cincinnati,OH
Salem City Schools,Salem,OH
Adult Community Education Center,Columbus,OH
Hebrew Union College - Jewish Institute of Religion,New York,NY
Heidelberg University,Tiffin,OH
Hiram College,Hiram,OH
Hobart Institute of Welding Technology,Troy,OH
Hocking College,Nelsonville,OH
American School of Technology,Columbus,OH
International College of Broadcasting,Dayton,OH
Eastern Gateway Community College,Steubenville,OH
John Carroll University,University Heights,OH
Casal Aveda Institute,Austintown,OH
Kent State University,Kent,OH
Kenyon College,Gambier,OH
Kettering College,Kettering,OH
Lake Erie College,Painesville,OH
Lakeland Community College,Kirtland,OH
Collins Career Center,Chesapeake,OH
James A Rhodes State College,Lima,OH
Live Oaks Career Development Campus,Milford,OH
Ohio Business College,Sheffield Village,OH
Lorain County Community College,Elyria,OH
Lourdes University,Sylvania,OH
Malone University,Canton,OH
MedCentral College of Nursing,Mansfield,OH
Marietta College,Marietta,OH
